Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SRI2 , ./data/Jabali/k3/50_3_0.88_1_2.svrp , 692.93 , 681.788 , 1.608 , 60.152 , 67.08 , 3 , 686 , 6.93 , 6.68 , 6.93 , 692.93 , 692.93 , 0 , 1608 , 148 , 0.422002 , 94 , 2.45012 , 0 , 0 , 0 , 2904 , 0.447614 , 223 , 0.394661 , 1
ILS+SRI , ./data/Jabali/k3/50_3_0.88_1_2.svrp , 692.93 , 681.797 , 1.60662 , 60.275 , 63.869 , 3 , 686 , 6.93 , 6.68 , 6.93 , 692.93 , 692.93 , 0 , 779 , 110 , 0.315376 , 64 , 1.17873 , 0 , 0 , 0 , 3034 , 0.461555 , 194 , 0.602159 , 1
ILS , ./data/Jabali/k3/50_3_0.88_1_3.svrp , 656.88 , 588.452 , 10.4171 , 0.014 , 1000.06 , 3 , 642 , 14.88 , 14.26 , 14.88 , 656.88 , 637.363 , 2.97114 , 50437 , 968 , 9.10455 , 5178 , 1.40463 , 0 , 3033 , 8.0006 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k3/50_3_0.88_1_3.svrp , 655.76 , 643.336 , 1.89463 , 60.124 , 63.916 , 3 , 641 , 14.76 , 14.26 , 14.76 , 655.76 , 655.76 , 0 , 2276 , 184 , 0.276848 , 206 , 0.07278 , 0 , 0 , 0 , 2420 , 0.319222 , 139 , 0.523577 , 1
SRI2 , ./data/Jabali/k3/50_3_0.88_1_3.svrp , 655.76 , 643.336 , 1.89456 , 60.075 , 77.648 , 3 , 641 , 14.76 , 14.26 , 14.76 , 655.76 , 655.76 , 0 , 2046 , 206 , 0.272386 , 335 , 9.45506 , 0 , 0 , 0 , 2463 , 0.32529 , 162 , 0.556392 , 1
ILS+SRI , ./data/Jabali/k3/50_3_0.88_1_3.svrp , 655.76 , 643.335 , 1.89481 , 60.061 , 72.788 , 3 , 641 , 14.76 , 14.26 , 14.76 , 655.76 , 655.76 , 0 , 1365 , 141 , 0.182376 , 297 , 9.6633 , 0 , 0 , 0 , 2388 , 0.314606 , 115 , 0.749931 , 1
ILS , ./data/Jabali/k3/50_3_0.88_1_4.svrp , 681.95 , 583.5 , 14.4365 , 0.018 , 1000.1 , 3 , 652 , 29.95 , 29.27 , 29.95 , 681.95 , 620.451 , 9.01817 , 25098 , 1177 , 6.08749 , 6015 , 1.57674 , 0 , 4908 , 4.89671 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k3/50_3_0.88_1_4.svrp , 652.83 , 632.878 , 3.05617 , 60.046 , 99.343 , 3 , 644 , 8.83 , 8.68 , 8.83 , 652.83 , 652.83 , 0 , 16368 , 226 , 2.01535 , 389 , 0.116972 , 0 , 0 , 0 , 2104 , 0.310154 , 485 , 3.48407 , 1
SRI2 , ./data/Jabali/k3/50_3_0.88_1_4.svrp , 652.83 , 632.908 , 3.0517 , 60.098 , 128.499 , 3 , 644 , 8.83 , 8.68 , 8.83 , 652.83 , 652.83 , 0 , 9804 , 373 , 1.60483 , 629 , 13.6022 , 0 , 0 , 0 , 2163 , 0.321245 , 667 , 2.39316 , 1
ILS+SRI , ./data/Jabali/k3/50_3_0.88_1_4.svrp , 652.83 , 632.901 , 3.05268 , 60.314 , 78.071 , 3 , 644 , 8.83 , 8.68 , 8.83 , 652.83 , 652.83 , 0 , 4538 , 159 , 1.0057 , 144 , 2.32552 , 0 , 0 , 0 , 2144 , 0.318822 , 378 , 3.41251 , 1
ILS , ./data/Jabali/k3/50_3_0.88_1_5.svrp , 752.84 , 617.5 , 17.9773 , 0.027 , 1000.08 , 3 , 695 , 57.84 , 51.44 , 57.84 , 752.84 , 641.008 , 14.8547 , 19803 , 1542 , 4.96543 , 4777 , 1.31847 , 0 , 3975 , 3.81768 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k3/50_3_0.88_1_5.svrp , 684.56 , 661.963 , 3.30097 , 60.11 , 240.32 , 3 , 666 , 18.56 , 18.39 , 18.56 , 684.56 , 684.56 , 0 , 22798 , 576 , 4.19926 , 866 , 0.286295 , 0 , 0 , 0 , 2901 , 0.534735 , 941 , 5.05309 , 1
SRI2 , ./data/Jabali/k3/50_3_0.88_1_5.svrp , 684.56 , 661.963 , 3.30092 , 60.171 , 259.599 , 3 , 666 , 18.56 , 18.39 , 18.56 , 684.56 , 684.56 , 0 , 29833 , 538 , 5.43121 , 686 , 18.3704 , 0 , 0 , 0 , 2917 , 0.534037 , 875 , 6.33671 , 1
ILS+SRI , ./data/Jabali/k3/50_3_0.88_1_5.svrp , 684.56 , 661.963 , 3.30096 , 60.097 , 92.684 , 3 , 666 , 18.56 , 18.39 , 18.56 , 684.56 , 684.56 , 0 , 7503 , 220 , 1.43858 , 141 , 3.95843 , 0 , 0 , 0 , 2909 , 0.537985 , 423 , 5.16765 , 1
ILS , ./data/Jabali/k3/50_3_0.88_1_6.svrp , 707 , 618 , 12.5884 , 0.023 , 1000.08 , 3 , 636 , 71 , 62.68 , 71 , 707 , 659.314 , 6.74481 , 36322 , 1228 , 7.87115 , 4723 , 1.24306 , 0 , 3528 , 6.52396 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k3/50_3_0.88_1_6.svrp , 690.21 , 670.377 , 2.87341 , 60.131 , 83.798 , 3 , 680 , 10.21 , 8.73 , 10.21 , 690.21 , 690.21 , 0 , 10871 , 271 , 1.26345 , 148 , 0.06004 , 0 , 0 , 0 , 2158 , 0.28559 , 310 , 2.35626 , 1
SRI2 , ./data/Jabali/k3/50_3_0.88_1_6.svrp , 690.21 , 670.407 , 2.86912 , 60.027 , 74.251 , 3 , 680 , 10.21 , 8.73 , 10.21 , 690.21 , 690.21 , 0 , 3988 , 233 , 0.502391 , 138 , 3.51182 , 0 , 0 , 0 , 2208 , 0.294197 , 270 , 0.875721 , 1
ILS+SRI , ./data/Jabali/k3/50_3_0.88_1_6.svrp , 690.21 , 670.385 , 2.8723 , 60.346 , 74.165 , 3 , 680 , 10.21 , 8.73 , 10.21 , 690.21 , 690.21 , 0 , 2938 , 186 , 0.422212 , 114 , 2.91539 , 0 , 0 , 0 , 2170 , 0.2926 , 282 , 2.30216 , 1
ILS , ./data/Jabali/k3/50_3_0.88_1_7.svrp , 706.8 , 626.237 , 11.3983 , 0.012 , 1000.16 , 3 , 696 , 10.8 , 9.5 , 10.8 , 706.8 , 672.812 , 4.80872 , 31607 , 710 , 6.96675 , 6082 , 1.44172 , 0 , 5863 , 5.52005 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k3/50_3_0.88_1_7.svrp , 703.8 , 691.251 , 1.78307 , 60.028 , 69.673 , 3 , 693 , 10.8 , 9.5 , 10.8 , 703.8 , 703.8 , 0 , 4537 , 189 , 0.627074 , 285 , 0.09569 , 0 , 0 , 0 , 2597 , 0.2366 , 260 , 1.03562 , 1
SRI2 , ./data/Jabali/k3/50_3_0.88_1_7.svrp , 703.8 , 691.259 , 1.78194 , 60.244 , 83.242 , 3 , 693 , 10.8 , 9.5 , 10.8 , 703.8 , 703.8 , 0 , 5339 , 158 , 0.733637 , 321 , 12.9107 , 0 , 0 , 0 , 2637 , 0.24178 , 231 , 1.19784 , 1
ILS+SRI , ./data/Jabali/k3/50_3_0.88_1_7.svrp , 703.8 , 691.247 , 1.78359 , 60.155 , 76.816 , 3 , 693 , 10.8 , 9.5 , 10.8 , 703.8 , 703.8 , 0 , 2133 , 118 , 0.363288 , 305 , 11.415 , 0 , 0 , 0 , 2547 , 0.232718 , 198 , 1.28708 , 1
ILS , ./data/Jabali/k3/50_3_0.88_1_8.svrp , 719.52 , 647 , 10.0789 , 0.024 , 1000.07 , 3 , 714 , 5.52 , 4.96 , 5.52 , 719.52 , 689.418 , 4.18359 , 25020 , 1338 , 5.06955 , 5672 , 1.61063 , 0 , 3430 , 4.43711 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k3/50_3_0.88_1_8.svrp , 703.76 , 691.419 , 1.75359 , 60.613 , 64.443 , 3 , 699 , 4.76 , 4.23 , 4.76 , 703.76 , 703.76 , 0 , 1024 , 117 , 0.276704 , 128 , 0.040918 , 0 , 0 , 0 , 2217 , 0.341516 , 175 , 0.298609 , 1
SRI2 , ./data/Jabali/k3/50_3_0.88_1_8.svrp , 703.76 , 691.429 , 1.75213 , 60.186 , 70.673 , 3 , 699 , 4.76 , 4.23 , 4.76 , 703.76 , 703.76 , 0 , 1051 , 118 , 0.291789 , 181 , 3.79229 , 0 , 0 , 0 , 2312 , 0.356032 , 212 , 0.307294 , 1
ILS+SRI , ./data/Jabali/k3/50_3_0.88_1_8.svrp , 703.76 , 691.423 , 1.75297 , 60.268 , 68.721 , 3 , 699 , 4.76 , 4.23 , 4.76 , 703.76 , 703.76 , 0 , 975 , 141 , 0.28672 , 167 , 3.02415 , 0 , 0 , 0 , 2246 , 0.345829 , 218 , 0.898639 , 1
ILS , ./data/Jabali/k3/50_3_0.88_1_9.svrp , 674.83 , 590.333 , 12.5212 , 0.023 , 1000.1 , 3 , 586 , 88.83 , 80.48 , 88.83 , 674.83 , 619.892 , 8.14098 , 29865 , 1379 , 5.42578 , 6639 , 1.78412 , 0 , 4777 , 5.69753 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/Jabali/k3/50_3_0.88_1_9.svrp , 669.1 , 644.522 , 3.6733 , 60.258 , 342.994 , 3 , 663 , 6.1 , 6.04 , 6.1 , 669.1 , 669.1 , 0 , 46700 , 635 , 6.90555 , 1279 , 0.413197 , 0 , 0 , 0 , 3065 , 0.557269 , 964 , 11.7351 , 1
SRI2 , ./data/Jabali/k3/50_3_0.88_1_9.svrp , 669.1 , 644.528 , 3.67237 , 60.363 , 908.836 , 3 , 663 , 6.1 , 6.04 , 6.1 , 669.1 , 669.1 , 0 , 111967 , 662 , 14.5511 , 1798 , 67.5811 , 0 , 0 , 0 , 3145 , 0.561338 , 876 , 21.7452 , 1
