Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
ILS , ./data/ccvrp/A-n32-k5-scen-H666.svrp , 874.82 , 525.5 , 39.9305 , 0.015 , 1000.13 , 6 , 537 , 337.82 , 315.67 , 337.82 , 874.82 , 625.059 , 28.55 , 47095 , 3076 , 10.169 , 5408 , 1.02386 , 0 , 6585 , 1.83955 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n32-k5-scen-H666.svrp , 864.46 , 724.275 , 16.2164 , 60.031 , 1000.12 , 6 , 647 , 217.46 , 211.56 , 217.46 , 864.46 , 787.944 , 8.85134 , 94215 , 2063 , 14.8698 , 3623 , 0.946045 , 0 , 0 , 0 , 2885 , 0.31464 , 2796 , 4.88869 , 0
SRI2 , ./data/ccvrp/A-n32-k5-scen-H666.svrp , 880.8 , 724.277 , 17.7705 , 60.231 , 1000.16 , 6 , 546 , 334.8 , 320.1 , 334.8 , 880.8 , 788.961 , 10.4267 , 97185 , 2138 , 15.6762 , 3300 , 29.2406 , 0 , 0 , 0 , 2902 , 0.288683 , 2786 , 5.05761 , 0
ILS+SRI , ./data/ccvrp/A-n32-k5-scen-H666.svrp , 841.63 , 725.554 , 13.7918 , 60.121 , 1000.14 , 6 , 659 , 182.63 , 182.49 , 182.63 , 841.63 , 796.678 , 5.34105 , 118209 , 1309 , 19.3828 , 1152 , 10.3654 , 0 , 0 , 0 , 2894 , 0.287906 , 2454 , 33.1643 , 0
ILS , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 852.78 , 533.592 , 37.4291 , 0.017 , 1000.08 , 5 , 515 , 337.78 , 306.51 , 337.78 , 852.78 , 620.876 , 27.1939 , 29954 , 1830 , 5.71843 , 7552 , 1.20324 , 0 , 8353 , 1.24822 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 806.62 , 742.983 , 7.88933 , 60.142 , 1000.14 , 5 , 681 , 125.62 , 125.42 , 125.62 , 806.62 , 795.884 , 1.331 , 147206 , 1196 , 21.7597 , 982 , 0.243451 , 0 , 0 , 0 , 2803 , 0.282936 , 1290 , 6.18379 , 0
SRI2 , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 805.75 , 742.983 , 7.78988 , 60.079 , 1000.08 , 5 , 747 , 58.75 , 58.57 , 58.75 , 805.75 , 790.033 , 1.95064 , 147507 , 1225 , 22.4026 , 975 , 9.34073 , 0 , 0 , 0 , 2803 , 0.278598 , 1069 , 6.03584 , 0
ILS+SRI , ./data/ccvrp/A-n32-k5-scen-L666.svrp , 805.75 , 746.575 , 7.34412 , 60.149 , 435.074 , 5 , 747 , 58.75 , 58.57 , 58.75 , 805.75 , 805.75 , 0 , 91979 , 672 , 9.79848 , 848 , 9.29133 , 0 , 0 , 0 , 2803 , 0.282443 , 984 , 17.1859 , 1
ILS , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 892.67 , 531.867 , 40.4184 , 0.011 , 1000.13 , 6 , 530 , 362.67 , 343.61 , 362.67 , 892.67 , 600.843 , 32.6915 , 34999 , 2376 , 8.85632 , 6669 , 1.29945 , 0 , 7902 , 1.63194 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 859.86 , 724.467 , 15.746 , 60.108 , 1000.15 , 6 , 565 , 294.86 , 273.68 , 294.86 , 859.86 , 772.168 , 10.1984 , 84568 , 1780 , 12.9746 , 6230 , 1.61347 , 0 , 0 , 0 , 2843 , 0.18424 , 3660 , 5.20815 , 0
SRI2 , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 859.92 , 724.515 , 15.7462 , 60.113 , 1000.13 , 6 , 585 , 274.92 , 265.98 , 274.92 , 859.92 , 771.095 , 10.3294 , 98142 , 1846 , 17.4636 , 3657 , 36.9246 , 0 , 0 , 0 , 2873 , 0.18304 , 3181 , 6.1787 , 0
ILS+SRI , ./data/ccvrp/A-n34-k5-scen-H666.svrp , 864.01 , 725.507 , 16.0302 , 60.258 , 1000.13 , 6 , 548 , 316.01 , 290.79 , 316.01 , 864.01 , 770.179 , 10.8599 , 78011 , 1607 , 14.5842 , 2642 , 27.0373 , 0 , 0 , 0 , 2763 , 0.186148 , 3558 , 28.057 , 0
ILS , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 889.96 , 520.15 , 41.5536 , 0.007 , 1000.09 , 6 , 506 , 383.96 , 376.1 , 383.96 , 889.96 , 589.639 , 33.7455 , 24978 , 1525 , 5.47731 , 8191 , 1.53074 , 0 , 8799 , 1.27365 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 788.76 , 731.761 , 7.22636 , 60.308 , 931.06 , 6 , 698 , 90.76 , 90.48 , 90.76 , 788.76 , 788.76 , 0 , 134548 , 721 , 20.6216 , 843 , 0.226145 , 0 , 0 , 0 , 3139 , 0.212153 , 1268 , 5.247 , 1
SRI2 , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 799.32 , 731.734 , 8.4555 , 60.111 , 1000.2 , 6 , 715 , 84.32 , 78.03 , 84.32 , 799.32 , 770.595 , 3.59363 , 150555 , 949 , 29.4603 , 919 , 6.65345 , 0 , 0 , 0 , 3121 , 0.210932 , 1460 , 8.00156 , 0
ILS+SRI , ./data/ccvrp/A-n34-k5-scen-L666.svrp , 788.76 , 731.948 , 7.20274 , 60.315 , 314.797 , 6 , 698 , 90.76 , 90.48 , 90.76 , 788.76 , 788.76 , 0 , 55908 , 426 , 7.33243 , 507 , 4.57853 , 0 , 0 , 0 , 3139 , 0.209113 , 977 , 12.2808 , 1
ILS , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 913.74 , 571 , 37.5096 , 0.014 , 1000.09 , 6 , 556 , 357.74 , 330.2 , 357.74 , 913.74 , 611.619 , 33.0642 , 25781 , 1964 , 6.37397 , 7398 , 1.57127 , 0 , 7941 , 1.42956 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 895.83 , 680.446 , 24.0429 , 60.018 , 1000.15 , 6 , 613 , 282.83 , 254.2 , 282.83 , 895.83 , 778.842 , 13.0592 , 58969 , 2110 , 10.4439 , 5175 , 1.42356 , 0 , 0 , 0 , 887 , 0.31662 , 4036 , 4.4348 , 0
SRI2 , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 903.23 , 680.444 , 24.6654 , 60.059 , 1000.16 , 6 , 653 , 250.23 , 225.93 , 250.23 , 903.23 , 781.486 , 13.4787 , 64513 , 2468 , 12.2353 , 4724 , 48.4163 , 0 , 0 , 0 , 833 , 0.300974 , 4311 , 4.76683 , 0
ILS+SRI , ./data/ccvrp/A-n36-k5-scen-H666.svrp , 912.91 , 741.634 , 18.7616 , 60.056 , 1000.16 , 6 , 651 , 261.91 , 226.25 , 261.91 , 912.91 , 779.305 , 14.6351 , 45549 , 2169 , 10.5455 , 3193 , 35.9103 , 0 , 0 , 0 , 887 , 0.27853 , 4933 , 18.6365 , 0
ILS , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 875.96 , 563.991 , 35.6145 , 0.011 , 1000.06 , 5 , 588 , 287.96 , 275.3 , 287.96 , 875.96 , 604.609 , 30.9776 , 20780 , 1381 , 4.22355 , 9791 , 2.18665 , 0 , 9238 , 1.24349 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 863.57 , 750.115 , 13.1379 , 60.206 , 1000.11 , 5 , 641 , 222.57 , 219.05 , 222.57 , 863.57 , 790.087 , 8.50922 , 58187 , 2452 , 12.5616 , 3328 , 0.903652 , 0 , 0 , 0 , 2779 , 0.257806 , 3198 , 4.32325 , 0
SRI2 , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 882.14 , 750.115 , 14.9665 , 60.252 , 1000.15 , 5 , 635 , 247.14 , 228.29 , 247.14 , 882.14 , 786.752 , 10.8133 , 50196 , 2546 , 11.8698 , 3835 , 54.5105 , 0 , 0 , 0 , 2779 , 0.259913 , 3121 , 3.70304 , 0
ILS+SRI , ./data/ccvrp/A-n36-k5-scen-L666.svrp , 823.27 , 759.086 , 7.79627 , 60.079 , 1000.14 , 5 , 669 , 154.27 , 152.05 , 154.27 , 823.27 , 804.343 , 2.29896 , 80051 , 1081 , 18.4818 , 801 , 8.37029 , 0 , 0 , 0 , 2759 , 0.259083 , 2978 , 30.3353 , 0
ILS , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 753.42 , 543.93 , 27.8053 , 0.009 , 1000.12 , 6 , 564 , 189.42 , 160.23 , 189.42 , 753.42 , 596.06 , 20.886 , 28331 , 2211 , 5.84167 , 7597 , 1.91439 , 0 , 5385 , 1.61162 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 715.88 , 621.115 , 13.2375 , 60.063 , 1000.14 , 6 , 651 , 64.88 , 63.87 , 64.88 , 715.88 , 675.184 , 5.68472 , 83178 , 2124 , 19.4984 , 1793 , 0.459565 , 0 , 0 , 0 , 9186 , 1.00766 , 2867 , 6.69729 , 0
SRI2 , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 711.63 , 621.115 , 12.7193 , 60.092 , 1000.13 , 6 , 589 , 122.63 , 120.25 , 122.63 , 711.63 , 681.1 , 4.2901 , 122095 , 2020 , 21.4791 , 1571 , 14.2679 , 0 , 0 , 0 , 9806 , 1.01322 , 3022 , 8.30763 , 0
ILS+SRI , ./data/ccvrp/A-n37-k5-scen-H666.svrp , 710.65 , 633.15 , 10.9055 , 60.069 , 1000.08 , 6 , 646 , 64.65 , 63.74 , 64.65 , 710.65 , 683.231 , 3.85836 , 81301 , 1188 , 18.4817 , 721 , 7.34993 , 0 , 0 , 0 , 9396 , 1.00792 , 2566 , 32.1618 , 0
ILS , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 743.99 , 538.608 , 27.6055 , 0.006 , 1000.09 , 5 , 549 , 194.99 , 189.61 , 194.99 , 743.99 , 595.676 , 19.935 , 23154 , 1684 , 5.29813 , 6935 , 1.61089 , 0 , 5292 , 1.40316 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 685.06 , 628.412 , 8.2691 , 60.114 , 734.538 , 5 , 658 , 27.06 , 27.06 , 27.06 , 685.06 , 685.06 , 0 , 51451 , 1007 , 8.87804 , 1585 , 0.403445 , 0 , 0 , 0 , 2278 , 0.227275 , 1998 , 3.17602 , 1
SRI2 , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 685.06 , 628.369 , 8.2754 , 60.344 , 634.098 , 5 , 658 , 27.06 , 27.06 , 27.06 , 685.06 , 685.06 , 0 , 46151 , 1060 , 8.78103 , 1686 , 19.0166 , 0 , 0 , 0 , 2146 , 0.223044 , 2033 , 3.07053 , 1
ILS+SRI , ./data/ccvrp/A-n37-k5-scen-L666.svrp , 685.06 , 635.487 , 7.23632 , 60.23 , 119.543 , 5 , 658 , 27.06 , 27.06 , 27.06 , 685.06 , 685.06 , 0 , 16369 , 272 , 2.24158 , 156 , 1.32738 , 0 , 0 , 0 , 2252 , 0.225472 , 798 , 4.25469 , 1
ILS , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1100.11 , 633.168 , 42.445 , 0.025 , 1000.19 , 8 , 642 , 458.11 , 419.47 , 458.11 , 1100.11 , 685.284 , 37.7077 , 15667 , 1561 , 4.65598 , 5683 , 1.76041 , 0 , 6603 , 1.3602 , 0 , 0 , 0 , 0 , 0
SRI1 , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1099.65 , 857.948 , 21.9799 , 60.13 , 1000.19 , 8 , 753 , 346.65 , 316.14 , 346.65 , 1099.65 , 887.554 , 19.2876 , 50493 , 1959 , 16.2643 , 3565 , 1.3032 , 0 , 0 , 0 , 2029 , 0.277655 , 5136 , 6.60999 , 0
SRI2 , ./data/ccvrp/A-n44-k6-scen-H666.svrp , 1119.91 , 857.967 , 23.3896 , 60.386 , 1000.19 , 8 , 712 , 407.91 , 347.37 , 407.91 , 1119.91 , 891.02 , 20.4383 , 41411 , 2061 , 12.8828 , 4042 , 58.0597 , 0 , 0 , 0 , 2108 , 0.282438 , 4445 , 5.0863 , 0
