Algorithm , Instance , Model Solution Cost, Root Lower Bound , Root Gap (%), Root Time (s) , Time (s), K , Deterministic Cost , Model Recourse Cost , Optimal Recourse Cost , Classical Recourse Cost , Upper Bound , Lower Bound , Gap (%) , Node Count , CVRPSEP Cuts , CVRPSEP Time (s) , Partial Route Cuts , Partial Route Time (s) , Parada Path Cuts , Parada Set Cuts , Parada Time (s) , SRI Cuts , SRI Time (s) , Aggregated SRI Cuts , Aggregated SRI Time (s) , Solved
SRI1 , ./data/Jabali/k4/40_4_0.85_1_8.svrp , 687.31 , 675.989 , 1.64713 , 68.332 , 70.046 , 4 , 656 , 31.31 , 30.96 , 31.31 , 687.31 , 687.31 , 0 , 1077 , 391 , 1.99729 , 58 , 0.018171 , 0 , 0 , 0 , 2073 , 49.5933 , 307 , 0.087453 , 1
SRI2 , ./data/Jabali/k4/40_4_0.85_1_8.svrp , 687.31 , 675.989 , 1.64713 , 68.858 , 71.323 , 4 , 656 , 31.31 , 30.96 , 31.31 , 687.31 , 687.31 , 0 , 994 , 439 , 2.00642 , 80 , 0.137756 , 0 , 0 , 0 , 2073 , 49.4767 , 359 , 0.084583 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.85_1_8.svrp , 687.31 , 675.989 , 1.64713 , 68.649 , 71.234 , 4 , 656 , 31.31 , 30.96 , 31.31 , 687.31 , 687.31 , 0 , 858 , 416 , 1.98962 , 77 , 0.121781 , 0 , 0 , 0 , 2073 , 49.1281 , 351 , 0.23153 , 1
ILS , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 684.15 , 664.064 , 2.93594 , 0.051 , 1.817 , 4 , 668 , 16.15 , 15.26 , 16.15 , 684.15 , 684.15 , 0 , 625 , 351 , 0.066674 , 107 , 0.014232 , 0 , 137 , 0.029801 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 684.15 , 676.182 , 1.16472 , 94.531 , 96.44 , 4 , 668 , 16.15 , 15.26 , 16.15 , 684.15 , 684.15 , 0 , 703 , 484 , 3.83301 , 120 , 0.017567 , 0 , 0 , 0 , 2931 , 69.9981 , 435 , 0.070827 , 1
SRI2 , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 684.15 , 676.182 , 1.16472 , 95.312 , 103.272 , 4 , 668 , 16.15 , 15.26 , 16.15 , 684.15 , 684.15 , 0 , 1162 , 670 , 3.92276 , 194 , 0.300497 , 0 , 0 , 0 , 2931 , 70.1645 , 523 , 0.139244 , 1
ILS+SRI , ./data/Jabali/k4/40_4_0.85_1_9.svrp , 684.15 , 676.182 , 1.16472 , 95.622 , 99.56 , 4 , 668 , 16.15 , 15.26 , 16.15 , 684.15 , 684.15 , 0 , 976 , 598 , 3.87293 , 120 , 0.118851 , 0 , 0 , 0 , 2931 , 70.4308 , 510 , 0.286121 , 1
ILS , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 748.04 , 727.124 , 2.79609 , 0.035 , 4.4 , 4 , 745 , 3.04 , 3.01 , 3.04 , 748.04 , 748.04 , 0 , 837 , 604 , 0.197277 , 98 , 0.026889 , 0 , 89 , 0.025898 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 748.04 , 737.773 , 1.37259 , 43.736 , 49.882 , 4 , 745 , 3.04 , 3.01 , 3.04 , 748.04 , 748.04 , 0 , 691 , 716 , 1.32002 , 80 , 0.019154 , 0 , 0 , 0 , 1080 , 31.1387 , 609 , 0.150641 , 1
SRI2 , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 748.04 , 737.773 , 1.37259 , 43.677 , 49.507 , 4 , 745 , 3.04 , 3.01 , 3.04 , 748.04 , 748.04 , 0 , 684 , 694 , 1.29917 , 91 , 0.183233 , 0 , 0 , 0 , 1080 , 30.8547 , 538 , 0.135248 , 1
ILS+SRI , ./data/Jabali/k4/50_4_0.80_1_0.svrp , 748.04 , 737.773 , 1.37259 , 43.747 , 51.934 , 4 , 745 , 3.04 , 3.01 , 3.04 , 748.04 , 748.04 , 0 , 702 , 795 , 1.32666 , 96 , 0.177241 , 0 , 0 , 0 , 1080 , 30.9867 , 686 , 0.392875 , 1
ILS , ./data/Jabali/k4/50_4_0.80_1_1.svrp , 722.85 , 711.812 , 1.52706 , 0.134 , 1.344 , 4 , 710 , 12.85 , 11.82 , 12.85 , 722.85 , 722.85 , 0 , 233 , 335 , 0.053018 , 65 , 0.011727 , 0 , 50 , 0.008907 , 0 , 0 , 0 , 0 , 1
SRI1 , ./data/Jabali/k4/50_4_0.80_1_1.svrp , 722.85 , 715.693 , 0.990117 , 60.112 , 61.48 , 4 , 710 , 12.85 , 11.82 , 12.85 , 722.85 , 722.85 , 0 , 438 , 527 , 5.11686 , 34 , 0.01095 , 0 , 0 , 0 , 6209 , 3.67819 , 301 , 0.071904 , 1
